a cook,"[['moby-dick-002-chapter-1-loomings', ['Dick: Chapter 1 by Herman Melvillea Captain, or a Cook.', 'And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.']]]",2,1
a country schoolmaster,"[['moby-dick-002-chapter-1-loomings', ['And more than all, if just previous to putting your hand into the tar-pot, you have been lording it as a country schoolmaster, making the tallest boys stand in awe of you.']]]",1,0.5
"a crime, fantasy genre","[['Game types and genres', ['The Grand Theft Auto series, for example, could be described as having a crime, fantasy genre and an action, role-playing game type.']]]",1,0.5
a cruci\xef\xac\x81x,"[['moby-dick-002-chapter-1-loomings', ['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']]]",1,0.5
a dale,"[['moby-dick-002-chapter-1-loomings', ['Take almost any path you please, and ten to one it carries you down in a dale, and leaves you there by a pool in the stream.']]]",1,0.5
a damp,"[['moby-dick-002-chapter-1-loomings', [""Whenever I \\xef\\xac\\x81nd myself growing grim about the mouth; whenever it is a damp, drizzly November in my soul; whenever I \\xef\\xac\\x81nd myself involuntarily pausing before cof\\xef\\xac\\x81n warehouses, and bringing up the rear of every funeral I meet; and especially whenever my hypos get such an upper hand of me, that it requires a strong moral principle to prevent me from deliberately stepping into the street, and methodically knocking people's hats off- then, I account it high time to get to sea as soon as I can.""]]]",1,0.5
a description,"[['Game types and genres', ['When discussing game story, we distinguish game type as a description of game play, and game genre as a description of the narrative content of the game.']]]",2,1
a distinct difference,"[['Game types and genres', ['By Lindsay Grace Game Type Although sometimes used interchangeably in the industry, there is a distinct difference between game type and game genre in video games.']]]",1,0.5
a dive,"[['moby-dick-002-chapter-1-loomings', ['here come more crowds, pacing straight for the water, and seemingly bound for a dive.']]]",1,0.5
a dreamy sabbath afternoon,"[['moby-dick-002-chapter-1-loomings', ['Moby Dick: Chapter 1 by Herman MelvilleCircumambulate the city of a dreamy Sabbath afternoon.']]]",1,0.5
a drop,"[['moby-dick-002-chapter-1-loomings', ['Water- there is not a drop of water there!']]]",1,0.5
a game genre,"[['Game types and genres', ['There could be, for example, a game genre for romance or history, but these are not listed here.']]]",1,0.5
a general thing;-,"[['moby-dick-002-chapter-1-loomings', [""Besides, passengers get sea-sick- grow quarrelsome- don't sleep of nights- do not enjoy themselves much, as a general thing;-""]]]",1,0.5
a genre,"[['Game types and genres', ['A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']]]",1,0.5
a good adventure game player,"[['Game types and genres', ['Reasoning, creativity, and curiosity are the most common skills required of a good adventure game player.']]]",1,0.5
a grasshopper,"[['moby-dick-002-chapter-1-loomings', ['True, they rather order me about some, and make me jump from spar to spar, like a grasshopper in a May meadow.']]]",1,0.5
a hermit,"[['moby-dick-002-chapter-1-loomings', ['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']]]",1,0.5
a hollow trunk,"[['moby-dick-002-chapter-1-loomings', ['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']]]",1,0.5
a horror,"[['moby-dick-002-chapter-1-loomings', ['Not ignoring what is good, I am quick to perceive a horror, and could still be social with it-']]]",1,0.5
a list,"[['Game types and genres', ['The following is a list of game genres.']]]",1,0.5
a man,"[['moby-dick-002-chapter-1-loomings', ['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']]]",1,0.5
a merchant sailor,"[['moby-dick-002-chapter-1-loomings', ['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']]]",1,0.5
a metaphysical professor,"[['moby-dick-002-chapter-1-loomings', ['Should you ever be athirst in the great American desert, try this experiment, if your caravan happen to be supplied with a metaphysical professor.']]]",1,0.5
a monied man,"[['moby-dick-002-chapter-1-loomings', ['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']]]",1,0.5
a narrative style,"[['Game types and genres', ['A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']]]",1,0.5
a passenger,"[['moby-dick-002-chapter-1-loomings', ['Why upon your \\xef\\xac\\x81rst voyage as a passenger, did you yourself feel such a mystical vibration, when \\xef\\xac\\x81rst told that you and your ship were now out of sight of land?', 'Now, when I say that I am in the habit of going to sea whenever I begin to grow hazy about the eyes, and begin to be over conscious of my lungs, I do not mean to have it inferred that I ever go to sea as a passenger.', 'For to go as a passenger you must needs have a purse, and a purse is but a rag unless you have something in it.', 'no, I never go as a passenger; nor, though I am something of a salt, do I ever go to sea as a Commodore, or 3Created for Lit2Go on the web at etc.usf.eduMoby']]]",4,2
a pedestrian trip,"[['moby-dick-002-chapter-1-loomings', ['Why did the poor poet of Tennessee, upon suddenly receiving two handfuls of silver, deliberate whether to buy him a coat, which he sadly needed, or invest his money in a pedestrian trip to Rockaway Beach?']]]",1,0.5
a philosophical \xef\xac\x82ourish cato,"[['moby-dick-002-chapter-1-loomings', ['With a philosophical \\xef\\xac\\x82ourish Cato throws himself upon his sword; I quietly take to the ship.']]]",1,0.5
a physical or metaphysical point,"[['moby-dick-002-chapter-1-loomings', [""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.""]]]",1,0.5
a point,"[['moby-dick-002-chapter-1-loomings', ['Again, I always go to sea as a sailor, because they make a point of paying me for my trouble, whereas they never pay passengers a single penny that I ever heard of.']]]",1,0.5
a pool,"[['moby-dick-002-chapter-1-loomings', ['Take almost any path you please, and ten to one it carries you down in a dale, and leaves you there by a pool in the stream.']]]",1,0.5
a purse,"[['moby-dick-002-chapter-1-loomings', ['For to go as a passenger you must needs have a purse, and a purse is but a rag unless you have something in it.']]]",2,1
a rag,"[['moby-dick-002-chapter-1-loomings', ['For to go as a passenger you must needs have a purse, and a purse is but a rag unless you have something in it.']]]",1,0.5
a robust healthy soul,"[['moby-dick-002-chapter-1-loomings', ['Why is almost every robust healthy boy with a robust healthy soul in him, at some time or other crazy to go to sea?']]]",1,0.5
a sailor,"[['moby-dick-002-chapter-1-loomings', ['The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it.', 'Again, I always go to sea as a sailor, because they make a point of paying me for my trouble, whereas they never pay passengers a single penny that I ever heard of.', 'how cheerfully we consign ourselves to perdition!Finally, I always go to sea as a sailor, because of the wholesome exercise and pure air of the fore-castle deck.']]]",3,1.5
a salt,"[['moby-dick-002-chapter-1-loomings', ['no, I never go as a passenger; nor, though I am something of a salt, do I ever go to sea as a Commodore, or 3Created for Lit2Go on the web at etc.usf.eduMoby']]]",1,0.5
a schoolmaster,"[['moby-dick-002-chapter-1-loomings', ['The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it.']]]",1,0.5
a sea-captain,"[['moby-dick-002-chapter-1-loomings', ['What of it, if some old hunks of a sea-captain orders me to get a broom and sweep down the decks?']]]",1,0.5
a separate deity,"[['moby-dick-002-chapter-1-loomings', ['Why did the Greeks give it a separate deity, and own brother of Jove?']]]",1,0.5
a simple sailor,"[['moby-dick-002-chapter-1-loomings', ['No, when I go to sea, I go as a simple sailor, right before the mast, plumb down into the fore-castle, aloft there to the royal mast-head.']]]",1,0.5
a simulation,"[['Game types and genres', ['Simulation: The primary game play element of a simulation is its ability to match real world situations.', 'Larry does not ""match real world situations"" but it is still a simulation.']]]",2,1
a single category,"[['Game types and genres', ['Multiple Game Types and Game Genres Combined: It is important to realize that few modern games fall neatly into a single category of game type and game genre.']]]",1,0.5
a single penny,"[['moby-dick-002-chapter-1-loomings', ['Again, I always go to sea as a sailor, because they make a point of paying me for my trouble, whereas they never pay passengers a single penny that I ever heard of.']]]",1,0.5
a slave,"[['moby-dick-002-chapter-1-loomings', [""Who ain't a slave?""]]]",1,0.5
a sleepy smoke,"[['moby-dick-002-chapter-1-loomings', ['Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.']]]",1,0.5
a snow hill,"[['moby-dick-002-chapter-1-loomings', ['Dick: Chapter 1 by Herman Melvillemy inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.7Created for Lit2Go on the web at etc.usf.edu']]]",1,0.5
a sort,"[['moby-dick-002-chapter-1-loomings', ['And as for going as cook,- though I confess there is considerable glory in that, a cook being a sort of of\\xef\\xac\\x81cer on ship-board- yet, somehow, I never fancied broiling fowls;- though once broiled, judiciously buttered, and judgmatically salted and peppered, there is no one who will speak more respectfully, not to say reverentially, of a broiled fowl than I will.', 'It came in as a sort of brief interlude and solo between 5Created for Lit2Go on the web at etc.usf.eduMoby']]]",2,1
a still well seaward peep,"[['moby-dick-002-chapter-1-loomings', ['Some leaning against the spiles; some seated upon the pier-heads; some looking over the bulwarks of ships from China; some high aloft in the rigging, as if striving to get a still better seaward peep.']]]",1,0.5
a strong decoction,"[['moby-dick-002-chapter-1-loomings', ['The transition is a keen one, I assure you, from a schoolmaster to a sailor, and requires a strong decoction of Seneca and the Stoics to enable you to grin and bear it.']]]",1,0.5
a strong moral principle,"[['moby-dick-002-chapter-1-loomings', [""Whenever I \\xef\\xac\\x81nd myself growing grim about the mouth; whenever it is a damp, drizzly November in my soul; whenever I \\xef\\xac\\x81nd myself involuntarily pausing before cof\\xef\\xac\\x81n warehouses, and bringing up the rear of every funeral I meet; and especially whenever my hypos get such an upper hand of me, that it requires a strong moral principle to prevent me from deliberately stepping into the street, and methodically knocking people's hats off- then, I account it high time to get to sea as soon as I can.""]]]",1,0.5
a thoroughly entertaining collection,"[['Game types and genres', ['Modern games take the best of all worlds and incorporate them into a thoroughly entertaining collection of game mechanics and storytelling conventions.']]]",1,0.5
a thousand patagonian sight,"[['moby-dick-002-chapter-1-loomings', ['Then the wild and distant seas where he rolled his island bulk; the undeliverable, nameless perils of the whale; these, with all the attending marvels of a thousand Patagonian sights and sounds, helped to sway me to my wish.']]]",1,0.5
a way,"[['moby-dick-002-chapter-1-loomings', ['It is a way I have of driving off the spleen and regulating the circulation.']]]",1,0.5
a whaling voyage,"[['moby-dick-002-chapter-1-loomings', ['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.', '""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']]]",2,1
a-going,"[['moby-dick-002-chapter-1-loomings', ['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.']]]",1,0.5
action,"[['Game types and genres', ['Action: Games that offer intensity of action as the primary attraction.']]]",2,1
action game,"[['Game types and genres', ['Action games also include most sports titles, although some sports titles fall into the category of simulation.']]]",1,0.5
adventure,"[['Game types and genres', ['Adventure:']]]",1,0.5
affghanistan,"[['moby-dick-002-chapter-1-loomings', ['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']]]",1,0.5
all earthly ill,"[['moby-dick-002-chapter-1-loomings', ['The urbane activity with which a man receives money is really marvellous, considering that we so earnestly believe money to be the root of all earthly ills, and that on no account can a monied man enter heaven.']]]",1,0.5
all hand,"[['moby-dick-002-chapter-1-loomings', [""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content.""]]]",1,0.5
all honorable respectable toil,"[['moby-dick-002-chapter-1-loomings', ['For my part, I abominate all honorable respectable toils, trials, and tribulations of every kind whatsoever.']]]",1,0.5
all my curiosity,"[['moby-dick-002-chapter-1-loomings', ['Such a portentous and mysterious monster roused all my curiosity.']]]",1,0.5
all river,"[['moby-dick-002-chapter-1-loomings', ['But that same image, we ourselves see in all rivers and oceans.']]]",1,0.5
all that region,"[['moby-dick-002-chapter-1-loomings', ['Let the most absent-minded of men be plunged in his deepest reveries- stand that man on his legs, set his feet a-going, and he will infallibly lead you to water, if water there be in all that region.']]]",1,0.5
all the attend marvel,"[['moby-dick-002-chapter-1-loomings', ['Then the wild and distant seas where he rolled his island bulk; the undeliverable, nameless perils of the whale; these, with all the attending marvels of a thousand Patagonian sights and sounds, helped to sway me to my wish.']]]",1,0.5
all the circumstance,"[['moby-dick-002-chapter-1-loomings', ['""BLOODY BATTLE IN AFFGHANISTAN.""Though I cannot tell why it was exactly that those stage managers, the Fates, put me down for this shabby part of a whaling voyage, when others were set down for magni\\xef\\xac\\x81cent parts in high tragedies, and short and easy parts in genteel comedies, and jolly parts in farces- though I cannot tell why this was exactly; yet, now that I recall all the circumstances, I think I can see a little into the springs and motives which being cunningly presented to me under various disguises, induced me to set about performing the part I did, besides cajoling me into the delusion that it was a choice resulting from my own unbiased freewill and discriminating judgment.']]]",1,0.5
all the difference,"[['moby-dick-002-chapter-1-loomings', ['And there is all the difference in the world between paying and being paid.']]]",1,0.5
all the inmate,"[['moby-dick-002-chapter-1-loomings', ['would they let me- since it is but well to be on friendly terms with all the inmates of the place one lodges in.']]]",1,0.5
all the valley,"[['moby-dick-002-chapter-1-loomings', ['He desires to paint you the dreamiest, shadiest, quietest, most enchanting bit of romantic landscape in all the valley of the Saco.']]]",1,0.5
all those ship,"[['moby-dick-002-chapter-1-loomings', ['Tell me, does the magnetic virtue of the needles of the compasses of all those ships attract them thither?Once more.']]]",1,0.5
all world,"[['Game types and genres', ['Modern games take the best of all worlds and incorporate them into a thoroughly entertaining collection of game mechanics and storytelling conventions.']]]",1,0.5
alley,"[['moby-dick-002-chapter-1-loomings', ['Inlanders all, they come from lanes and alleys, streets avenues- north, east, south, and west.']]]",1,0.5
almost all man,"[['moby-dick-002-chapter-1-loomings', ['If they but knew it, almost all men in their degree, some time or other, cherish very nearly the same feelings towards the ocean with me.']]]",1,0.5
almost any path,"[['moby-dick-002-chapter-1-loomings', ['Take almost any path you please, and ten to one it carries you down in a dale, and leaves you there by a pool in the stream.']]]",1,0.5
almost every robust healthy boy,"[['moby-dick-002-chapter-1-loomings', ['Why is almost every robust healthy boy with a robust healthy soul in him, at some time or other crazy to go to sea?']]]",1,0.5
"an action, role-playing game type","[['Game types and genres', ['The Grand Theft Auto series, for example, could be described as having a crime, fantasy genre and an action, role-playing game type.']]]",1,0.5
an artist,"[['moby-dick-002-chapter-1-loomings', ['But here is an artist.']]]",1,0.5
an everlasting itch,"[['moby-dick-002-chapter-1-loomings', ['With other men, perhaps, such things would not have been inducements; but as for me, I am tormented with an everlasting itch for things remote.']]]",1,0.5
an explanation,"[['Game types and genres', ['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']]]",1,0.5
an object,"[['Game types and genres', ['This is also true of spaceship simulations or games that simulate the experience of piloting, organizing, or being an object that may have no real world equivalent.']]]",1,0.5
an old establish family,"[['moby-dick-002-chapter-1-loomings', [""It touches one's sense of honor, particularly if you come of an old established family in the land, the Van Rensselaers, or Randolphs, or Hardicanutes.""]]]",1,0.5
an opportunity,"[['Game types and genres', [""Lindsay Grace Role Playing: Games that offer the player an opportunity to immerse themselves in the player character's situation.""]]]",1,0.5
another interesting puzzle game,"[['Game types and genres', ['Intelligent Cube was another interesting puzzle game of limited success.']]]",1,0.5
any one,"[['moby-dick-002-chapter-1-loomings', ['But wherefore it was that after having repeatedly smelt the sea as a merchant sailor, I should now take it into my head to go on a whaling voyage; this the invisible police of\\xef\\xac\\x81cer of the Fates, who has the constant surveillance of me, and secretly dogs me, and in\\xef\\xac\\x82uences me in some unaccountable way- he can better answer than any one else.']]]",1,0.5
anyone,"[['Game types and genres', ['For anyone roughly familiar with pop culture they should not require an explanation: Genre Example Drama Max Payne Crime Grand Theft Auto Fantasy Kingdom Hearts, Fable Horror Resident Evil Mystery Indigo Prophecy Science Fiction Doom, Half Life War and Espionage Metal Gear Solid, Ghost Recon Western / Eastern / Frontier Red Dead Revolver, Ninja Gaiden']]]",1,0.5
anything,"[['moby-dick-002-chapter-1-loomings', ['Do you think the archangel Gabriel thinks anything the less of me, because I promptly and respectfully obey that old hunks in that particular instance?']]]",1,0.5
awe,"[['moby-dick-002-chapter-1-loomings', ['And more than all, if just previous to putting your hand into the tar-pot, you have been lording it as a country schoolmaster, making the tallest boys stand in awe of you.']]]",1,0.5
baldour's gate,"[['Game types and genres', [""Famous RPGs include, Baldour's Gate, Fable, Might and Magic, Neverwinter Nights, Ultima, and World of Warcraft.""]]]",1,0.5
ball,"[['moby-dick-002-chapter-1-loomings', ['This is my substitute for pistol and ball.']]]",1,0.5
barbarous coast,"[['moby-dick-002-chapter-1-loomings', ['I love to sail forbidden seas, and land on barbarous coasts.']]]",1,0.5
barque,"[['moby-dick-002-chapter-1-loomings', ['It is quite as much as I can do to take care of myself, without taking care of ships, barques, brigs, schooners, and what not.']]]",1,0.5
bench,"[['moby-dick-002-chapter-1-loomings', ['But these are all landsmen; of week days pent up in lath and plaster- tied to counters, nailed to benches, clinched to desks.']]]",1,0.5
breeze,"[['moby-dick-002-chapter-1-loomings', ['Its extreme downtown is the battery, where that noble mole is washed by waves, and cooled by breezes, which a few hours previous were out of sight of land.']]]",1,0.5
brief interlude,"[['moby-dick-002-chapter-1-loomings', ['It came in as a sort of brief interlude and solo between 5Created for Lit2Go on the web at etc.usf.eduMoby']]]",1,0.5
brief list,"[['Game types and genres', ['The following is brief list of game types:']]]",1,0.5
brig,"[['moby-dick-002-chapter-1-loomings', ['It is quite as much as I can do to take care of myself, without taking care of ships, barques, brigs, schooners, and what not.']]]",1,0.5
care,"[['moby-dick-002-chapter-1-loomings', ['It is quite as much as I can do to take care of myself, without taking care of ships, barques, brigs, schooners, and what not.']]]",2,1
chapter,"[['moby-dick-002-chapter-1-loomings', ['Moby Dick: Chapter 1 by Herman MelvilleCircumambulate the city of a dreamy Sabbath afternoon.', 'Dick: Chapter 1 by Herman Melvilleeach with a hollow trunk, as if a hermit and a cruci\\xef\\xac\\x81x were within; and here sleeps his meadow, and there sleep his cattle; and up from yonder cottage goes a sleepy smoke.', 'Dick: Chapter 1 by Herman Melvillea Captain, or a Cook.', ""Dick: Chapter 1 by Herman Melvillesatisfaction of knowing that it is all right; that everybody else is one way or other served in much the same way- either in a physical or metaphysical point of view, that is; and so the universal thump is passed round, and all hands should rub each other's shoulder-blades, and be content."", 'Dick: Chapter 1 by Herman Melvillemore extensive performances.', 'Dick: Chapter 1 by Herman Melvillemy inmost soul, endless processions of the whale, and, mid most of them all, one grand hooded phantom, like a snow hill in the air.7Created for Lit2Go on the web at etc.usf.edu']]]",6,3
character,"[['Game types and genres', ['Characters tend to be rich, game play is long, and character management is technical in RPGs.', 'A genre is a narrative style that effects the structure of the story, the depth of character, and other storytelling elements.']]]",2,1
character management,"[['Game types and genres', ['Characters tend to be rich, game play is long, and character management is technical in RPGs.']]]",1,0.5
